id,SalePrice
1461,120129.31638285173
1462,153008.7893127486
1463,181999.67177216755
1464,195952.28499780234
1465,197477.8125872035
1466,171222.8437366314
1467,178212.01779580885
1468,161123.61215957525
1469,193898.47881496898
1470,119925.56963355571
1471,189952.67457183232
1472,97385.92416901977
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.84194004466
1477,250762.12819425573
1478,294599.1815289544
1479,299293.44565708254
1480,474977.58803628816
1481,325368.5976020464
1482,210850.56526419712
1483,177057.72071004263
1484,162710.84512153693
1485,191473.76554705744
1486,193107.90708996542
1487,339866.02954610134
1488,238341.3353204836
1489,193749.61601752572
1490,231349.06204074822
1491,195044.0195028988
1492,92756.67611514167
1493,189749.58843921273
1494,299951.3792833907
1495,293285.5911212199
1496,235702.0951615432
1497,179388.32508260896
1498,167787.27829460712
1499,162374.42494970985
1500,152697.77495439636
1501,174507.69277533883
1502,145503.65062122163
1503,290290.22303373436
1504,242519.0337992151
1505,225593.91267791664
1506,188193.22519878796
1507,245834.5514780434
1508,202873.92776776484
1509,163898.0977788804
1510,143480.39546743748
1511,148092.6730057099
1512,175334.36311484547
1513,152363.35065623047
1514,155109.81990672945
1515,197374.40600365406
1516,157898.1108176084
1517,168347.74792537407
1518,132466.49684443168
1519,209170.43080419523
1520,127540.30850578872
1521,130083.47515553536
1522,178496.1397739455
1523,110130.48034133464
1524,125686.44701638765
1525,120266.19747097118
1526,113488.37444080878
1527,107566.14520398279
1528,137378.3893469948
1529,149722.56499002723
1530,184338.36270192487
1531,105988.7518536005
1532,98505.57943429313
1533,142816.38267748768
1534,127215.27170736801
1535,147673.90202250797
1536,106379.11563719086
1537,64977.58596862486
1538,147236.97205496213
1539,191933.55837510506
1540,94263.45850341629
1541,138707.10514196905
1542,139649.24986487295
1543,189700.53751999213
1544,85068.00848133801
1545,115257.94054333334
1546,135137.91282301547
1547,127884.20576731049
1548,138708.24355731037
1549,119838.49286651284
1550,135618.02321826055
1551,108884.99981547246
1552,136390.98109602084
1553,148289.80774366978
1554,116891.82272110388
1555,160376.90131114126
1556,85485.21858199117
1557,105780.75331708361
1558,97580.47664747872
1559,63552.7680269233
1560,134335.23100407352
1561,129372.72588983385
1562,130057.34828423729
1563,117918.55506134818
1564,155071.55198099813
1565,150955.34079507223
1566,237772.46824719827
1567,76404.0750295784
1568,230818.44131562443
1569,127780.26853477267
1570,139167.5464038662
1571,123248.06659908082
1572,142090.06900251668
1573,236848.63859264084
1574,118411.16056848996
1575,228294.7333937121
1576,241692.83937702083
1577,182201.75964810676
1578,148720.33335049936
1579,144283.67460412002
1580,196843.86942393094
1581,153037.51734319574
1582,125687.59815299742
1583,295888.95713129675
1584,216154.0872743593
1585,136126.52454196132
1586,67143.7331393885
1587,104989.71874882642
1588,151179.16829745108
1589,96656.21648976787
1590,133891.40280903323
1591,92120.84101367672
1592,114189.92031279957
1593,127669.24235410152
1594,123646.9654616617
1595,107500.49085079688
1596,222575.43631115564
1597,193546.939659149
1598,227982.64081666223
1599,172656.03043455415
1600,162810.3634734945
1601,68670.55669450274
1602,117135.40853671772
1603,71358.13909721214
1604,260213.98917750374
1605,243774.23195768538
1606,168701.8701135877
1607,173316.5115734689
1608,214614.04136398603
1609,185339.24789518496
1610,150446.69880184502
1611,138184.72480648317
1612,170111.59149848693
1613,161412.0306866152
1614,128011.21692279405
1615,93618.2307570484
1616,77864.50013347283
1617,95346.82046651692
1618,124769.0814331626
1619,140093.27093942062
1620,152267.55072114116
1621,138619.2405802834
1622,141655.71194439236
1623,261268.10001323366
1624,209360.63951990465
1625,120859.60722550002
1626,170452.59591000894
1627,190582.2089344493
1628,280021.09485138254
1629,184313.13785743632
1630,345037.4836673669
1631,230402.01030487745
1632,244459.2609012968
1633,174440.9960374635
1634,185156.26676201093
1635,176706.74839735316
1636,152578.34298140096
1637,199100.65915828574
1638,181426.65966096747
1639,190515.90016539735
1640,250882.8557438159
1641,183790.88245750172
1642,237825.74810509427
1643,216168.74043171617
1644,232651.6892808577
1645,196243.4430148259
1646,158437.26408653468
1647,162485.1208130254
1648,130092.84903816246
1649,138945.26242839964
1650,114357.92628029795
1651,120810.85338496086
1652,97580.9697134851
1653,99581.92010610177
1654,145872.11302769213
1655,138767.47796651183
1656,140735.7376032335
1657,147519.4876432962
1658,142980.1756604121
1659,119989.18953571926
1660,155445.67532750237
1661,419298.37808866455
1662,409959.9144741652
1663,380156.8225941736
1664,405317.02672523586
1665,304524.6138781016
1666,332727.8941430027
1667,378054.06368706265
1668,345331.79980074125
1669,314023.7219150114
1670,355979.7686123743
1671,257720.43581986355
1672,422106.3356117003
1673,290130.627463799
1674,241744.7427118794
1675,191549.84673843312
1676,190618.29457446196
1677,217118.71217511428
1678,438373.2567100808
1679,384877.25932877
1680,328430.46831946715
1681,251804.62614685143
1682,320551.6090298301
1683,180758.20397822667
1684,177031.50592298602
1685,175707.87662411114
1686,167858.36506960395
1687,174089.09740325133
1688,189156.15341023979
1689,196665.98713805364
1690,199987.5427021063
1691,186979.36199113517
1692,270939.69959719677
1693,170797.60703902564
1694,184650.31517458934
1695,169535.5477065142
1696,273139.1435075048
1697,174714.30275650532
1698,356328.72433607455
1699,310821.15828909323
1700,250690.54830841738
1701,275275.67958586855
1702,239339.33293508185
1703,242622.78779001473
1704,274618.46154286165
1705,240254.66339821563
1706,351918.5807491926
1707,213224.02152519661
1708,200166.59954659463
1709,272020.63809084444
1710,217809.30685683788
1711,271321.5765796845
1712,257725.56128323922
1713,275776.7590331795
1714,221973.31023980887
1715,208302.1033827475
1716,184707.92577077175
1717,178302.8199177089
1718,136842.96535761433
1719,208628.37657284623
1720,245426.44968563554
1721,166354.54316873205
1722,127172.56833180512
1723,155390.5140189213
1724,204903.54440444257
1725,236352.21222990216
1726,184387.77245498297
1727,150056.67678077635
1728,177684.5446027732
1729,167523.24023902926
1730,159384.82491728713
1731,121720.4574899572
1732,125576.70481500425
1733,114362.11069859377
1734,120517.87605578013
1735,126408.56764194228
1736,109538.31064061887
1737,300625.9204826808
1738,245427.9098090812
1739,244841.06712087488
1740,205655.09168078157
1741,186161.1465670499
1742,172304.6802831245
1743,179672.39926582115
1744,309047.71604959463
1745,218225.25188659257
1746,187923.06668821923
1747,216429.5914849952
1748,216340.4623839522
1749,143793.19792019943
1750,125301.15376914339
1751,250193.14357729672
1752,116708.2387039006
1753,150776.62439944228
1754,197324.70290036272
1755,163244.16043084324
1756,125232.62671663842
1757,120874.88124315959
1758,146173.9323153591
1759,162914.81203525054
1760,165864.95298613605
1761,145371.6529713738
1762,178226.2662322378
1763,186586.11649935035
1764,114040.70035471817
1765,162901.81242841436
1766,189156.9761116738
1767,221057.2497017576
1768,141194.68303193
1769,176359.4887407763
1770,152452.1353226004
1771,126120.35287707669
1772,129969.54891021093
1773,128605.43269347986
1774,140659.81178722443
1775,141933.40904825105
1776,129414.16546693027
1777,108882.85940210512
1778,138695.80415989942
1779,117226.30276048474
1780,181779.53965418335
1781,127000.82227805896
1782,87811.82053695558
1783,141429.5004814475
1784,106688.57466016029
1785,124913.91233492024
1786,143039.198942756
1787,166335.01548227615
1788,59761.77589083454
1789,100344.02086533864
1790,77853.7024555146
1791,179312.7691418204
1792,157557.8324752591
1793,129183.10929525136
1794,154077.2530573655
1795,133174.70342407876
1796,132423.87430412366
1797,114687.12015915605
1798,121971.41685215109
1799,110452.77829457313
1800,133045.82080612757
1801,125280.13053373339
1802,145466.32038541848
1803,149797.1167786311
1804,136516.80401396277
1805,137478.21366620928
1806,123426.72313716784
1807,138741.03574987166
1808,127472.42288257534
1809,122748.93112930664
1810,140455.01061793725
